,CUSTOMER_ID,CUSTOMER_GROUP,CUSTOMER_SEGMENT
5043,91942928.5714,RETAIL,Tier 5
5044,63685785.7143,RETAIL,Tier 6
5045,27271500.0,RETAIL,Tier 6
5046,100271500.0,RETAIL,Tier 5
5047,139128642.8571,RETAIL,Tier 6
5048,55715785.7143,RETAIL,Tier 1
5049,68172928.5714,RETAIL,Tier 1
5050,3758642.8571,RETAIL,Tier 1
5051,52058642.8571,RETAIL,Tier 5
5052,44830071.4286,RETAIL,Tier 1
5053,106331500.0,RETAIL,Tier 1
5054,96774357.1429,RETAIL,Tier 6
5055,38360071.4286,RETAIL,Tier 2
5056,142374357.1429,RETAIL,Tier 6
5057,64960071.4286,RETAIL,Tier 6
5058,138260071.4286,RETAIL,Tier 6
5059,115131500.0,RETAIL,Tier 5
5060,106090071.4286,RETAIL,Tier 5
5061,74734357.1429,RETAIL,Tier 5
5062,66844357.1429,RETAIL,Tier 6
5063,139591500.0,RETAIL,Tier 2
5064,137605785.7143,RETAIL,Tier 5
5065,55905785.7143,RETAIL,Tier 6
5066,36062928.5714,RETAIL,Tier 6
5067,16491500.0,RETAIL,Tier 1
5068,116491500.0,RETAIL,Tier 6
5069,21791500.0,RETAIL,Tier 2
5070,16934357.1429,RETAIL,Tier 6
5071,103520071.4286,RETAIL,Tier 6
5072,53805785.7143,RETAIL,Tier 5
5073,107391500.0,RETAIL,Tier 5
5074,108991500.0,RETAIL,Tier 1
5075,97120071.4286,RETAIL,Tier 1
5076,94277214.2857,RETAIL,Tier 1
5077,138562928.5714,RETAIL,Tier 5
5078,142592928.5714,RETAIL,Tier 6
5079,33478642.8571,RETAIL,Tier 5
5080,26192928.5714,RETAIL,Tier 6
5081,77064357.1429,RETAIL,Tier 6
5082,114664357.1429,RETAIL,Tier 6
5083,11535785.7143,RETAIL,Tier 1
5084,264357.1429,RETAIL,Tier 6
5085,130835785.7143,RETAIL,Tier 6
5086,34564357.1429,RETAIL,Tier 6
5087,50421500.0,RETAIL,Tier 1
5088,72151500.0,RETAIL,Tier 6
5089,20451500.0,RETAIL,Tier 6
5090,119594357.1429,RETAIL,Tier 1
5091,56880071.4286,RETAIL,Tier 6
5092,59322928.5714,RETAIL,Tier 6
5093,104337214.2857,RETAIL,Tier 6
5094,105908642.8571,RETAIL,Tier 5
5095,18480071.4286,RETAIL,Tier 6
5096,90922928.5714,RETAIL,Tier 6
5097,116780071.4286,RETAIL,Tier 6
5098,98794357.1429,RETAIL,Tier 6
5099,46651500.0,RETAIL,Tier 1
5100,96394357.1429,RETAIL,Tier 5
5101,105394357.1429,RETAIL,Tier 6
5102,125137214.2857,RETAIL,Tier 6
5103,25295785.7143,RETAIL,Tier 2
5104,120024357.1429,RETAIL,Tier 6
5105,27595785.7143,RETAIL,Tier 6
5106,72638642.8571,RETAIL,Tier 5
5107,12938642.8571,RETAIL,Tier 6
5108,123524357.1429,RETAIL,Tier 1
5109,119667214.2857,RETAIL,Tier 6
5110,22110071.4286,RETAIL,Tier 5
5111,116424357.1429,RETAIL,Tier 6
5112,86025785.7143,RETAIL,Tier 6
5113,94882928.5714,RETAIL,Tier 5
5114,74040071.4286,RETAIL,Tier 5
5115,100925785.7143,RETAIL,Tier 6
5116,53354357.1429,RETAIL,Tier 5
5117,108797214.2857,RETAIL,Tier 6
5118,99240071.4286,RETAIL,Tier 5
5119,106540071.4286,RETAIL,Tier 2
5120,71254357.1429,RETAIL,Tier 1
5121,36554357.1429,RETAIL,Tier 2
5122,72554357.1429,RETAIL,Tier 6
5123,47854357.1429,RETAIL,Tier 2
5124,53854357.1429,RETAIL,Tier 6
5125,42584357.1429,RETAIL,Tier 5
5126,121298642.8571,RETAIL,Tier 5
5127,91598642.8571,RETAIL,Tier 6
5128,37884357.1429,RETAIL,Tier 6
5129,15312928.5714,RETAIL,Tier 6
5130,133898642.8571,RETAIL,Tier 6
5131,59627214.2857,RETAIL,Tier 6
5132,125784357.1429,RETAIL,Tier 5
5133,107641500.0,RETAIL,Tier 5
5134,75941500.0,RETAIL,Tier 6
5135,31370071.4286,RETAIL,Tier 5
5136,50384357.1429,RETAIL,Tier 5
5137,41827214.2857,RETAIL,Tier 5
5138,91284357.1429,RETAIL,Tier 1
5139,112571642.8571,RETAIL,Tier 1
5140,104300214.2857,RETAIL,Tier 6
5141,33300214.2857,RETAIL,Tier 6
5142,119300214.2857,RETAIL,Tier 1
5143,82300214.2857,RETAIL,Tier 5
5144,47428785.7143,RETAIL,Tier 6
5145,37428785.7143,RETAIL,Tier 6
5146,37614500.0,RETAIL,Tier 6
5147,140043071.4286,RETAIL,Tier 6
5148,122085928.5714,RETAIL,Tier 6
5149,70400214.2857,RETAIL,Tier 1
5150,57685928.5714,RETAIL,Tier 1
5151,132685928.5714,RETAIL,Tier 1
5152,111400214.2857,RETAIL,Tier 6
5153,129557357.1429,RETAIL,Tier 1
5154,25144500.0,RETAIL,Tier 2
5155,128315928.5714,RETAIL,Tier 6
5156,33473071.4286,RETAIL,Tier 1
5157,64187357.1429,RETAIL,Tier 1
5158,29087357.1429,RETAIL,Tier 5
5159,66801642.8571,RETAIL,Tier 6
5160,118373071.4286,RETAIL,Tier 6
5161,94815928.5714,RETAIL,Tier 5
5162,130844500.0,RETAIL,Tier 6
5163,35145928.5714,RETAIL,Tier 5
5164,50331642.8571,RETAIL,Tier 6
5165,90903071.4286,RETAIL,Tier 1
5166,117345928.5714,RETAIL,Tier 2
5167,107631642.8571,RETAIL,Tier 5
5168,18803071.4286,RETAIL,Tier 5
5169,140517357.1429,RETAIL,Tier 5
5170,76517357.1429,RETAIL,Tier 5
5171,87417357.1429,RETAIL,Tier 6
5172,23703071.4286,RETAIL,Tier 6
5173,90290214.2857,RETAIL,Tier 6
5174,83733071.4286,RETAIL,Tier 2
5175,8175928.5714,RETAIL,Tier 1
5176,116633071.4286,RETAIL,Tier 5
5177,138504500.0,RETAIL,Tier 6
5178,50561642.8571,RETAIL,Tier 6
5179,106847357.1429,RETAIL,Tier 5
5180,106734500.0,RETAIL,Tier 6
5181,118034500.0,RETAIL,Tier 6
5182,126605928.5714,RETAIL,Tier 6
5183,91477357.1429,RETAIL,Tier 1
5184,127191642.8571,RETAIL,Tier 1
5185,100463071.4286,RETAIL,Tier 5
5186,129777357.1429,RETAIL,Tier 6
5187,70791642.8571,RETAIL,Tier 6
5188,92648785.7143,RETAIL,Tier 1
5189,85205928.5714,RETAIL,Tier 6
5190,58505928.5714,RETAIL,Tier 1
5191,27077357.1429,RETAIL,Tier 6
5192,9663071.4286,RETAIL,Tier 6
5193,127705928.5714,RETAIL,Tier 5
5194,96420214.2857,RETAIL,Tier 5
5195,133721642.8571,RETAIL,Tier 6
5196,15307357.1429,RETAIL,Tier 5
5197,40178785.7143,RETAIL,Tier 5
5198,73178785.7143,RETAIL,Tier 1
5199,35321642.8571,RETAIL,Tier 1
5200,96621642.8571,RETAIL,Tier 6
5201,52021642.8571,RETAIL,Tier 5
5202,33493071.4286,RETAIL,Tier 1
5203,74364500.0,RETAIL,Tier 1
5204,11078785.7143,RETAIL,Tier 6
5205,74350214.2857,RETAIL,Tier 2
5206,38507357.1429,RETAIL,Tier 6
5207,123107357.1429,RETAIL,Tier 5
5208,127964500.0,RETAIL,Tier 6
5209,130993071.4286,RETAIL,Tier 1
5210,107365928.5714,RETAIL,Tier 5
5211,58665928.5714,RETAIL,Tier 1
5212,134951642.8571,RETAIL,Tier 1
5213,57180214.2857,RETAIL,Tier 6
5214,28980214.2857,RETAIL,Tier 1
5215,280214.2857,RETAIL,Tier 6
5216,90994500.0,RETAIL,Tier 6
5217,63851642.8571,RETAIL,Tier 1
5218,116994500.0,RETAIL,Tier 2
5219,115724500.0,RETAIL,Tier 6
5220,26024500.0,RETAIL,Tier 6
5221,38167357.1429,RETAIL,Tier 2
5222,19638785.7143,RETAIL,Tier 5
5223,99781642.8571,RETAIL,Tier 5
5224,53410214.2857,RETAIL,Tier 6
5225,113838785.7143,RETAIL,Tier 6
5226,19138785.7143,RETAIL,Tier 5
5227,79281642.8571,RETAIL,Tier 2
5228,140995928.5714,RETAIL,Tier 6
5229,128725928.5714,RETAIL,Tier 6
5230,11583071.4286,RETAIL,Tier 6
5231,81011642.8571,RETAIL,Tier 5
5232,55754500.0,RETAIL,Tier 1
5233,78754500.0,RETAIL,Tier 6
5234,32468785.7143,RETAIL,Tier 6
5235,27054500.0,RETAIL,Tier 5
5236,70797357.1429,RETAIL,Tier 6
5237,135511642.8571,RETAIL,Tier 2
5238,64225928.5714,RETAIL,Tier 6
5239,123240214.2857,RETAIL,Tier 6
5240,40954500.0,RETAIL,Tier 5
5241,20397357.1429,RETAIL,Tier 5
5242,80968785.7143,RETAIL,Tier 6
5243,24568785.7143,RETAIL,Tier 6
5244,33568785.7143,RETAIL,Tier 6
5245,39470214.2857,RETAIL,Tier 2
5246,9355928.5714,RETAIL,Tier 6
5247,136641642.8571,RETAIL,Tier 6
5248,134798785.7143,RETAIL,Tier 6
5249,31600357.1429,RETAIL,Tier 6
5250,61514642.8571,RETAIL,Tier 5
5251,92943214.2857,RETAIL,Tier 6
5252,138228928.5714,RETAIL,Tier 6
5253,138514642.8571,RETAIL,Tier 5
5254,69128928.5714,RETAIL,Tier 5
5255,15716071.4286,RETAIL,Tier 1
5256,134430357.1429,RETAIL,Tier 6
5257,11858928.5714,RETAIL,Tier 1
5258,79144642.8571,RETAIL,Tier 6
5259,21001785.7143,RETAIL,Tier 6
5260,93887500.0,RETAIL,Tier 6
5261,9387500.0,RETAIL,Tier 6
5262,138701785.7143,RETAIL,Tier 6
5263,5130357.1429,RETAIL,Tier 6
5264,137987500.0,RETAIL,Tier 6
5265,98171785.7143,RETAIL,Tier 1
5266,115874642.8571,RETAIL,Tier 5
5267,7303214.2857,RETAIL,Tier 6
5268,1460357.1429,RETAIL,Tier 5
5269,124028928.5714,RETAIL,Tier 5
5270,114903214.2857,RETAIL,Tier 1
5271,62331785.7143,RETAIL,Tier 5
5272,9760357.1429,RETAIL,Tier 6
5273,92231785.7143,RETAIL,Tier 6
5274,58531785.7143,RETAIL,Tier 6
5275,44260357.1429,RETAIL,Tier 6
5276,60876071.4286,RETAIL,Tier 1
5277,78047500.0,RETAIL,Tier 6
5278,65776071.4286,RETAIL,Tier 5
5279,16043214.2857,RETAIL,Tier 1
5280,5518928.5714,RETAIL,Tier 5
5281,10328928.5714,RETAIL,Tier 1
5282,78104642.8571,RETAIL,Tier 6
5283,51976071.4286,RETAIL,Tier 6
5284,112877500.0,RETAIL,Tier 1
5285,135877500.0,RETAIL,Tier 6
5286,90591785.7143,RETAIL,Tier 5
5287,135191785.7143,RETAIL,Tier 2
5288,74220357.1429,RETAIL,Tier 6
5289,74007500.0,RETAIL,Tier 6
5290,92164642.8571,RETAIL,Tier 2
5291,41778928.5714,RETAIL,Tier 1
5292,134778928.5714,RETAIL,Tier 5
5293,3636071.4286,RETAIL,Tier 6
5294,114793214.2857,RETAIL,Tier 6
5295,134793214.2857,RETAIL,Tier 1
5296,52364642.8571,RETAIL,Tier 1
5297,111378928.5714,RETAIL,Tier 6
5298,70107500.0,RETAIL,Tier 5
5299,31250357.1429,RETAIL,Tier 1
5300,44250357.1429,RETAIL,Tier 1
5301,18166071.4286,RETAIL,Tier 1
5302,40323214.2857,RETAIL,Tier 6
5303,63194642.8571,RETAIL,Tier 6
5304,100637500.0,RETAIL,Tier 2
5305,57651785.7143,RETAIL,Tier 5
5306,74677500.0,RETAIL,Tier 1
5307,36523214.2857,RETAIL,Tier 1
5308,122251785.7143,RETAIL,Tier 1
5309,127551785.7143,RETAIL,Tier 5
5310,78910357.1429,RETAIL,Tier 6
5311,63481785.7143,RETAIL,Tier 5
5312,80224642.8571,RETAIL,Tier 6
5313,136938928.5714,RETAIL,Tier 6
5314,125563214.2857,RETAIL,Tier 6
5315,68681785.7143,RETAIL,Tier 6
5316,101253214.2857,RETAIL,Tier 5
5317,63963214.2857,RETAIL,Tier 5
5318,25567500.0,RETAIL,Tier 5
5319,17726071.4286,RETAIL,Tier 5
5320,109154642.8571,RETAIL,Tier 1
5321,81011785.7143,RETAIL,Tier 6
5322,94154642.8571,RETAIL,Tier 5
5323,73311785.7143,RETAIL,Tier 5
5324,30211785.7143,RETAIL,Tier 5
5325,140640357.1429,RETAIL,Tier 6
5326,60783214.2857,RETAIL,Tier 6
5327,139368928.5714,RETAIL,Tier 6
5328,128534642.8571,RETAIL,Tier 1
5329,68540357.1429,RETAIL,Tier 6
5330,18840357.1429,RETAIL,Tier 1
5331,118007500.0,RETAIL,Tier 6
5332,126554642.8571,RETAIL,Tier 1
5333,59568928.5714,RETAIL,Tier 6
5334,27727500.0,RETAIL,Tier 6
5335,49727500.0,RETAIL,Tier 1
5336,131027500.0,RETAIL,Tier 6
5337,138313214.2857,RETAIL,Tier 5
5338,82627500.0,RETAIL,Tier 6
5339,111927500.0,RETAIL,Tier 2
5340,45656071.4286,RETAIL,Tier 6
5341,8813214.2857,RETAIL,Tier 6
5342,52571928.5714,RETAIL,Tier 6
5343,22714785.7143,RETAIL,Tier 6
5344,39629071.4286,RETAIL,Tier 1
5345,47214785.7143,RETAIL,Tier 2
5346,110786214.2857,RETAIL,Tier 1
5347,104071928.5714,RETAIL,Tier 1
5348,66800500.0,RETAIL,Tier 6
5349,9800500.0,RETAIL,Tier 5
5350,11371928.5714,RETAIL,Tier 6
5351,50100500.0,RETAIL,Tier 6
5352,57529071.4286,RETAIL,Tier 6
5353,29814785.7143,RETAIL,Tier 1
5354,75986214.2857,RETAIL,Tier 6
5355,96414785.7143,RETAIL,Tier 5
5356,92859071.4286,RETAIL,Tier 1
5357,38887642.8571,RETAIL,Tier 6
5358,121030500.0,RETAIL,Tier 5
5359,4187642.8571,RETAIL,Tier 1
5360,32759071.4286,RETAIL,Tier 6
5361,133359071.4286,RETAIL,Tier 6
5362,56516214.2857,RETAIL,Tier 6
5363,3273357.1429,RETAIL,Tier 6
5364,112431928.5714,RETAIL,Tier 1
5365,30189071.4286,RETAIL,Tier 6
5366,44189071.4286,RETAIL,Tier 6
5367,26346214.2857,RETAIL,Tier 5
5368,11346214.2857,RETAIL,Tier 6
5369,45803357.1429,RETAIL,Tier 6
5370,115231928.5714,RETAIL,Tier 5
5371,32831928.5714,RETAIL,Tier 5
5372,88147642.8571,RETAIL,Tier 6
5373,72719071.4286,RETAIL,Tier 5
5374,135161928.5714,RETAIL,Tier 2
5375,32176214.2857,RETAIL,Tier 1
5376,117890500.0,RETAIL,Tier 6
5377,8490500.0,RETAIL,Tier 6
5378,31790500.0,RETAIL,Tier 6
5379,62504785.7143,RETAIL,Tier 6
5380,75504785.7143,RETAIL,Tier 6
5381,129090500.0,RETAIL,Tier 6
5382,141090500.0,RETAIL,Tier 1
5383,77690500.0,RETAIL,Tier 5
5384,24833357.1429,RETAIL,Tier 6
5385,52119071.4286,RETAIL,Tier 6
5386,56547642.8571,RETAIL,Tier 1
5387,15419071.4286,RETAIL,Tier 2
5388,67291928.5714,RETAIL,Tier 5
5389,77863357.1429,RETAIL,Tier 5
5390,75434785.7143,RETAIL,Tier 1
5391,128620500.0,RETAIL,Tier 6
5392,135491928.5714,RETAIL,Tier 6
5393,127506214.2857,RETAIL,Tier 2
5394,61963357.1429,RETAIL,Tier 6
5395,16834785.7143,RETAIL,Tier 2
5396,71120500.0,RETAIL,Tier 5
5397,18406214.2857,RETAIL,Tier 6
5398,277642.8571,RETAIL,Tier 5
5399,28277642.8571,RETAIL,Tier 5
5400,142563357.1429,RETAIL,Tier 6
5401,6293357.1429,RETAIL,Tier 6
5402,128021928.5714,RETAIL,Tier 5
5403,62893357.1429,RETAIL,Tier 6
5404,6750500.0,RETAIL,Tier 6
5405,139193357.1429,RETAIL,Tier 1
5406,91193357.1429,RETAIL,Tier 5
5407,101207642.8571,RETAIL,Tier 2
5408,61079071.4286,RETAIL,Tier 1
5409,43309071.4286,RETAIL,Tier 5
5410,139309071.4286,RETAIL,Tier 6
5411,118166214.2857,RETAIL,Tier 6
5412,28180500.0,RETAIL,Tier 6
5413,7766214.2857,RETAIL,Tier 1
5414,101051928.5714,RETAIL,Tier 6
5415,30494785.7143,RETAIL,Tier 5
5416,35666214.2857,RETAIL,Tier 6
5417,76837642.8571,RETAIL,Tier 5
5418,83724785.7143,RETAIL,Tier 1
5419,93167642.8571,RETAIL,Tier 6
5420,105624785.7143,RETAIL,Tier 1
5421,138639071.4286,RETAIL,Tier 2
5422,6067642.8571,RETAIL,Tier 1
5423,120224785.7143,RETAIL,Tier 5
5424,19081928.5714,RETAIL,Tier 6
5425,65510500.0,RETAIL,Tier 2
5426,46667642.8571,RETAIL,Tier 1
5427,39953357.1429,RETAIL,Tier 6
5428,111381928.5714,RETAIL,Tier 6
5429,98583357.1429,RETAIL,Tier 6
5430,141454785.7143,RETAIL,Tier 1
5431,74740500.0,RETAIL,Tier 5
5432,93469071.4286,RETAIL,Tier 6
5433,67997642.8571,RETAIL,Tier 5
5434,106711928.5714,RETAIL,Tier 6
5435,141584785.7143,RETAIL,Tier 1
5436,12170500.0,RETAIL,Tier 6
5437,32484785.7143,RETAIL,Tier 6
5438,65341928.5714,RETAIL,Tier 6
5439,64227642.8571,RETAIL,Tier 5
5440,27827642.8571,RETAIL,Tier 6
5441,19797642.8571,RETAIL,Tier 6
5442,142141928.5714,RETAIL,Tier 1
5443,125940500.0,RETAIL,Tier 6
5444,14429214.2857,RETAIL,Tier 6
5445,17714928.5714,RETAIL,Tier 6
5446,32143500.0,RETAIL,Tier 6
5447,138940500.0,RETAIL,Tier 6
5448,46654785.7143,RETAIL,Tier 1
5449,65029214.2857,RETAIL,Tier 6
5450,129540500.0,RETAIL,Tier 6
5451,92472071.4286,RETAIL,Tier 6
5452,119357785.7143,RETAIL,Tier 6
5453,136786357.1429,RETAIL,Tier 6
5454,99797642.8571,RETAIL,Tier 1
5455,87069071.4286,RETAIL,Tier 6
5456,69354785.7143,RETAIL,Tier 6
5457,39030642.8571,RETAIL,Tier 6
5458,82602071.4286,RETAIL,Tier 6
5459,76473500.0,RETAIL,Tier 6
5460,65954785.7143,RETAIL,Tier 6
5461,41497642.8571,RETAIL,Tier 5
5462,40916357.1429,RETAIL,Tier 6
5463,119916357.1429,RETAIL,Tier 6
5464,38087785.7143,RETAIL,Tier 1
5465,65559214.2857,RETAIL,Tier 5
5466,30317785.7143,RETAIL,Tier 6
5467,101760642.8571,RETAIL,Tier 6
5468,34797642.8571,RETAIL,Tier 6
5469,110474928.5714,RETAIL,Tier 6
5470,64189214.2857,RETAIL,Tier 6
5471,65203500.0,RETAIL,Tier 5
5472,16646357.1429,RETAIL,Tier 6
5473,71360642.8571,RETAIL,Tier 6
5474,100674928.5714,RETAIL,Tier 1
5475,110090642.8571,RETAIL,Tier 5
5476,89090642.8571,RETAIL,Tier 6
5477,141390642.8571,RETAIL,Tier 6
5478,96292071.4286,RETAIL,Tier 6
5479,67306357.1429,RETAIL,Tier 1
5480,80177785.7143,RETAIL,Tier 6
5481,49749214.2857,RETAIL,Tier 6
5482,6063500.0,RETAIL,Tier 6
5483,3634928.5714,RETAIL,Tier 2
5484,98649214.2857,RETAIL,Tier 5
5485,121792071.4286,RETAIL,Tier 6
5486,52220642.8571,RETAIL,Tier 6
5487,83649214.2857,RETAIL,Tier 6
5488,136520642.8571,RETAIL,Tier 2
5489,67304928.5714,RETAIL,Tier 6
5490,123392071.4286,RETAIL,Tier 5
5491,14963500.0,RETAIL,Tier 6
5492,69820642.8571,RETAIL,Tier 6
5493,42977785.7143,RETAIL,Tier 1
5494,61977785.7143,RETAIL,Tier 2
5495,60706357.1429,RETAIL,Tier 2
5496,131277785.7143,RETAIL,Tier 2
5497,68420642.8571,RETAIL,Tier 6
5498,97876357.1429,RETAIL,Tier 6
5499,80036357.1429,RETAIL,Tier 6
5500,127907785.7143,RETAIL,Tier 2
5501,28162071.4286,RETAIL,Tier 5
5502,61207785.7143,RETAIL,Tier 1
5503,48236357.1429,RETAIL,Tier 6
5504,96422071.4286,RETAIL,Tier 6
5505,91166357.1429,RETAIL,Tier 6
5506,20894928.5714,RETAIL,Tier 1
5507,68766357.1429,RETAIL,Tier 6
5508,20747785.7143,RETAIL,Tier 6
5509,8209214.2857,RETAIL,Tier 6
5510,24509214.2857,RETAIL,Tier 6
5511,73380642.8571,RETAIL,Tier 1
5512,40394928.5714,RETAIL,Tier 6
5513,42394928.5714,RETAIL,Tier 6
5514,54176357.1429,RETAIL,Tier 1
5515,15453500.0,RETAIL,Tier 5
5516,8053500.0,RETAIL,Tier 5
5517,46910642.8571,RETAIL,Tier 5
5518,93067785.7143,RETAIL,Tier 6
5519,14367785.7143,RETAIL,Tier 2
5520,77082071.4286,RETAIL,Tier 5
5521,54224928.5714,RETAIL,Tier 6
5522,2047785.7143,RETAIL,Tier 5
5523,44253500.0,RETAIL,Tier 1
5524,76696357.1429,RETAIL,Tier 2
5525,51267785.7143,RETAIL,Tier 2
5526,66567785.7143,RETAIL,Tier 6
5527,80154928.5714,RETAIL,Tier 1
5528,138047785.7143,RETAIL,Tier 6
5529,38883500.0,RETAIL,Tier 6
5530,140312071.4286,RETAIL,Tier 1
5531,30454928.5714,RETAIL,Tier 6
5532,54169214.2857,RETAIL,Tier 5
5533,76183500.0,RETAIL,Tier 1
5534,77897785.7143,RETAIL,Tier 1
5535,75397785.7143,RETAIL,Tier 6
5536,112826357.1429,RETAIL,Tier 6
5537,117354928.5714,RETAIL,Tier 1
5538,106569214.2857,RETAIL,Tier 6
5539,57140642.8571,RETAIL,Tier 1
5540,48599214.2857,RETAIL,Tier 6
5541,15170642.8571,RETAIL,Tier 6
5542,109484928.5714,RETAIL,Tier 5
5543,135484928.5714,RETAIL,Tier 1
5544,48227785.7143,RETAIL,Tier 1
5545,38354928.5714,RETAIL,Tier 6
5546,82640642.8571,RETAIL,Tier 1
5547,87556357.1429,RETAIL,Tier 6
5548,138142071.4286,RETAIL,Tier 5
5549,113886500.0,RETAIL,Tier 5
5550,20615071.4286,RETAIL,Tier 6
5551,60057928.5714,RETAIL,Tier 6
5552,85915071.4286,RETAIL,Tier 5
5553,115915071.4286,RETAIL,Tier 5
5554,107357928.5714,RETAIL,Tier 5
5555,138215071.4286,RETAIL,Tier 6
5556,121357928.5714,RETAIL,Tier 6
5557,66512071.4286,RETAIL,Tier 6
5558,136115071.4286,RETAIL,Tier 1
5559,14129357.1429,RETAIL,Tier 6
5560,10287928.5714,RETAIL,Tier 5
5561,7587928.5714,RETAIL,Tier 5
5562,58016500.0,RETAIL,Tier 1
5563,128812071.4286,RETAIL,Tier 6
5564,68759357.1429,RETAIL,Tier 5
5565,97473642.8571,RETAIL,Tier 5
5566,122187928.5714,RETAIL,Tier 6
5567,139473642.8571,RETAIL,Tier 1
5568,28102214.2857,RETAIL,Tier 5
5569,70545071.4286,RETAIL,Tier 2
5570,131259357.1429,RETAIL,Tier 2
5571,109526357.1429,RETAIL,Tier 6
5572,38003642.8571,RETAIL,Tier 6
5573,35875071.4286,RETAIL,Tier 6
5574,51303642.8571,RETAIL,Tier 6
5575,38240642.8571,RETAIL,Tier 6
5576,40189357.1429,RETAIL,Tier 5
5577,103903642.8571,RETAIL,Tier 6
5578,5360785.7143,RETAIL,Tier 6
5579,18683500.0,RETAIL,Tier 6
5580,112517928.5714,RETAIL,Tier 6
5581,5260785.7143,RETAIL,Tier 1
5582,24417928.5714,RETAIL,Tier 1
5583,119132214.2857,RETAIL,Tier 5
5584,56162214.2857,RETAIL,Tier 1
5585,109890785.7143,RETAIL,Tier 5
5586,78905071.4286,RETAIL,Tier 2
5587,115476500.0,RETAIL,Tier 5
5588,116905071.4286,RETAIL,Tier 6
5589,100062214.2857,RETAIL,Tier 1
5590,123347928.5714,RETAIL,Tier 6
5591,103633642.8571,RETAIL,Tier 6
5592,65347928.5714,RETAIL,Tier 6
5593,117362214.2857,RETAIL,Tier 2
5594,13562214.2857,RETAIL,Tier 5
5595,94292214.2857,RETAIL,Tier 1
5596,93149357.1429,RETAIL,Tier 5
5597,30676500.0,RETAIL,Tier 6
5598,69306500.0,RETAIL,Tier 2
5599,84962214.2857,RETAIL,Tier 5
5600,93463642.8571,RETAIL,Tier 5
5601,82777928.5714,RETAIL,Tier 6
5602,98649357.1429,RETAIL,Tier 1
5603,97363642.8571,RETAIL,Tier 1
5604,106235071.4286,RETAIL,Tier 1
5605,119106500.0,RETAIL,Tier 6
5606,71106500.0,RETAIL,Tier 5
5607,52263642.8571,RETAIL,Tier 5
5608,119849357.1429,RETAIL,Tier 5
5609,70722214.2857,RETAIL,Tier 6
5610,47547928.5714,RETAIL,Tier 6
5611,135036500.0,RETAIL,Tier 6
5612,123607928.5714,RETAIL,Tier 1
5613,58179357.1429,RETAIL,Tier 1
5614,54479357.1429,RETAIL,Tier 6
5615,109050785.7143,RETAIL,Tier 6
5616,131193642.8571,RETAIL,Tier 6
5617,25779357.1429,RETAIL,Tier 6
5618,62836500.0,RETAIL,Tier 1
5619,5965071.4286,RETAIL,Tier 6
5620,115723642.8571,RETAIL,Tier 6
5621,97023642.8571,RETAIL,Tier 6
5622,132323642.8571,RETAIL,Tier 5
5623,16209357.1429,RETAIL,Tier 2
5624,56522214.2857,RETAIL,Tier 6
5625,42107928.5714,RETAIL,Tier 6
5626,26537928.5714,RETAIL,Tier 6
5627,137266500.0,RETAIL,Tier 5
5628,38423642.8571,RETAIL,Tier 6
5629,5665071.4286,RETAIL,Tier 5
5630,126039357.1429,RETAIL,Tier 6
5631,72039357.1429,RETAIL,Tier 1
5632,78910785.7143,RETAIL,Tier 6
5633,112939357.1429,RETAIL,Tier 6
5634,43367928.5714,RETAIL,Tier 6
5635,130525071.4286,RETAIL,Tier 2
5636,93810785.7143,RETAIL,Tier 2
5637,34253642.8571,RETAIL,Tier 6
5638,38222214.2857,RETAIL,Tier 6
5639,111267928.5714,RETAIL,Tier 6
5640,26583642.8571,RETAIL,Tier 2
5641,57312214.2857,RETAIL,Tier 6
5642,20455071.4286,RETAIL,Tier 6
5643,100597928.5714,RETAIL,Tier 5
5644,6183642.8571,RETAIL,Tier 1
5645,31040785.7143,RETAIL,Tier 2
5646,101779357.1429,RETAIL,Tier 6
5647,46069357.1429,RETAIL,Tier 5
5648,34640785.7143,RETAIL,Tier 1
5649,139840785.7143,RETAIL,Tier 2
5650,135140785.7143,RETAIL,Tier 5
5651,66569357.1429,RETAIL,Tier 6
5652,95885071.4286,RETAIL,Tier 6
5653,106485071.4286,RETAIL,Tier 5
5654,120083642.8571,RETAIL,Tier 6
5655,21513642.8571,RETAIL,Tier 6
5656,8797928.5714,RETAIL,Tier 5
5657,36370785.7143,RETAIL,Tier 5
5658,134813642.8571,RETAIL,Tier 6
5659,110970785.7143,RETAIL,Tier 6
5660,115399357.1429,RETAIL,Tier 6
5661,94797928.5714,RETAIL,Tier 6
5662,20699357.1429,RETAIL,Tier 2
5663,104127928.5714,RETAIL,Tier 1
5664,79985071.4286,RETAIL,Tier 5
5665,51999357.1429,RETAIL,Tier 6
5666,133713642.8571,RETAIL,Tier 6
5667,87286642.8571,RETAIL,Tier 2
5668,7443785.7143,RETAIL,Tier 1
5669,113158071.4286,RETAIL,Tier 5
5670,46158071.4286,RETAIL,Tier 6
5671,89015214.2857,RETAIL,Tier 1
5672,31743785.7143,RETAIL,Tier 5
5673,93886642.8571,RETAIL,Tier 6
5674,33472357.1429,RETAIL,Tier 5
5675,9615214.2857,RETAIL,Tier 2
5676,52915214.2857,RETAIL,Tier 1
5677,88072357.1429,RETAIL,Tier 6
5678,33786642.8571,RETAIL,Tier 2
5679,128812214.2857,RETAIL,Tier 6
5680,36943785.7143,RETAIL,Tier 6
