,CUSTOMER_ID,LOAN_ACCOUNT_ID,LOAN_STATUS,LOAN_BEHAVIOR,LOAN_TYPE,LOAN_AMOUNT,PRINCIPAL_LOAN_AMOUNT,INTEREST_EARNED,LOAN_START_DATE,MATURITY_DATE
10085,30295557.1429,95700121.4286,Active,Current,Personal Loans,175000.17,76087.74,0.43,2022-12-21,2024-06-21
10086,72556958.5714,20001550.0,Active,Principal Past Due,Personal Loans,49999.86,37937.06,0.11,2022-12-22,2024-06-22
10087,61939888.5714,108572978.5714,Active,Current,Personal Loans,80001.91,61516.25,2.16,2022-12-22,2025-12-22
10088,82414888.5714,82858692.8571,Active,Current,Personal Loans,90001.22,69204.95,1.47,2022-12-22,2025-12-22
10089,7958431.4286,33001550.0,Active,Current,Personal Loans,69998.43,30433.5,-1.32,2022-12-22,2024-06-22
10090,73012358.5714,24430121.4286,Active,Current,Personal Loans,100000.13,60382.94,0.38,2022-12-22,2024-12-22
10091,136034472.8571,129144407.1429,Active,Current,Personal Loans,65000.94,49981.39,1.19,2022-12-23,2025-12-23
10092,135783830.0,37715835.7143,Active,Current,Personal Loans,69999.47,53824.55,-0.28,2022-12-27,2025-12-27
10093,80230888.5714,2144407.1429,Active,Current,Personal Loans,59999.44,46135.26,-0.31,2022-12-27,2025-12-27
10094,19092571.4286,60858692.8571,Active,Current,Personal Loans,49997.62,38444.17,-2.13,2022-12-27,2025-12-27
10095,70001371.4286,53715835.7143,Active,Current,Personal Loans,30001.72,18116.56,1.97,2022-12-27,2024-12-27
10096,91120188.5714,22572978.5714,Active,Current,Personal Loans,100000.25,60383.06,0.5,2022-12-28,2024-12-28
10097,61472874.2857,12572978.5714,Active,Current,Personal Loans,34998.27,15215.8,-1.47,2022-12-28,2024-06-28
10098,80596428.5714,9746407.1429,Active,Current,Personal Loans,399999.55,312734.51,-0.24,2023-01-03,2026-01-03
10099,51243044.2857,61617835.7143,Active,Current,Personal Loans,75000.06,59376.82,0.31,2023-01-04,2026-01-04
10100,24282515.7143,133046407.1429,Active,Current,Personal Loans,25999.65,20583.58,-0.1,2023-01-04,2026-01-04
10101,71448760.0,24474978.5714,Active,Current,Personal Loans,134999.78,24848.83,0.03,2023-01-04,2024-01-04
10102,108985230.0,131760692.8571,Active,Amortization Past Due,Personal Loans,35002.18,28497.72,2.43,2023-01-04,2026-01-04
10103,21513642.8571,127617835.7143,Active,Current,Personal Loans,99999.92,79168.97,0.17,2023-01-05,2026-01-05
10104,29942787.1429,33617835.7143,Active,Current,Personal Loans,29999.65,5521.64,-0.1,2023-01-05,2024-01-05
10105,53000130.0,109332121.4286,Active,Principal Past Due,Personal Loans,34999.69,29064.4,-0.05,2023-01-05,2025-01-05
10106,60121085.7143,3760692.8571,Active,Current,Personal Loans,130999.66,84266.65,-0.09,2023-01-05,2025-01-05
10107,63721100.0,83760692.8571,Active,Current,Personal Loans,499999.7,395845.0,-0.05,2023-01-06,2026-01-06
10108,55883771.4286,78189264.2857,Active,Current,Personal Loans,100001.35,79170.4,1.6,2023-01-06,2026-01-06
10109,142303558.5714,135332121.4286,Active,Current,Personal Loans,414999.34,328551.0,-0.41,2023-01-06,2026-01-06
10110,86236501.4286,139617835.7143,Active,Current,Personal Loans,44998.83,8281.88,-0.91,2023-01-06,2024-01-06
10111,88007687.1429,131332121.4286,Active,Current,Personal Loans,34999.16,17193.88,-0.58,2023-01-06,2024-07-06
10112,128954288.5714,108632121.4286,Active,Current,Personal Loans,30000.3,5522.29,0.56,2023-01-09,2024-01-09
10113,78505814.2857,127203550.0,Active,Current,Personal Loans,999999.44,184066.7,-0.3,2023-01-09,2024-01-09
10114,27831587.1429,134489264.2857,Active,Current,Personal Loans,99999.01,79168.06,-0.74,2023-01-09,2026-01-09
10115,52378930.0,131774978.5714,Active,Current,Personal Loans,74998.66,59375.42,-1.09,2023-01-10,2026-01-10
10116,28972830.0,73346407.1429,Active,Current,Personal Loans,14998.53,9647.42,-1.21,2023-01-10,2025-01-10
10117,17378431.4286,142346407.1429,Active,Current,Personal Loans,39001.31,30877.26,1.56,2023-01-11,2026-01-11
10118,7404445.7143,21060692.8571,Active,Principal Past Due,Personal Loans,89999.58,86449.31,-0.17,2023-01-11,2026-01-11
10119,127784387.1429,112632121.4286,Active,Current,Personal Loans,49997.91,24561.82,-1.84,2023-01-12,2024-07-12
10120,93613731.4286,74978.5714,Active,Current,Personal Loans,139999.02,110835.68,-0.73,2023-01-12,2026-01-12
10121,25290657.1429,42932121.4286,Active,Current,Personal Loans,142000.35,26137.86,0.61,2023-01-12,2024-01-12
10122,40289744.2857,105932121.4286,Active,Current,Personal Loans,224999.57,178129.98,-0.18,2023-01-12,2026-01-12
10123,45592915.7143,127360692.8571,Active,Current,Personal Loans,110001.27,87087.2,1.52,2023-01-13,2026-01-13
10124,119455315.7143,120503550.0,Active,Current,Personal Loans,29998.62,23749.34,-1.13,2023-01-13,2026-01-13
10125,92870158.5714,137646407.1429,Active,Current,Personal Loans,285998.91,226422.42,-0.84,2023-01-13,2026-01-13
10126,137174930.0,2074978.5714,Active,Current,Personal Loans,64999.89,51459.78,0.14,2023-01-13,2026-01-13
10127,74965844.2857,44932121.4286,Active,Amortization Past Due,Personal Loans,49999.8,40707.78,0.05,2023-01-13,2026-01-13
10128,94832731.4286,117789264.2857,Active,Current,Personal Loans,85001.18,67294.93,1.43,2023-01-13,2026-01-13
10129,50970602.8571,120646407.1429,Active,Current,Personal Loans,40000.87,31668.47,1.12,2023-01-13,2026-01-13
10130,45433557.1429,40646407.1429,Active,Current,Personal Loans,174998.89,138544.71,-0.86,2023-01-13,2026-01-13
10131,11771615.7143,126360692.8571,Active,Current,Personal Loans,104998.58,83126.07,-1.17,2023-01-13,2026-01-13
10132,101873188.5714,79503550.0,Active,Amortization Past Due,Personal Loans,85000.08,69203.6,0.33,2023-01-16,2026-01-16
10133,118939717.1429,115360692.8571,Active,Current,Personal Loans,13001.69,10293.71,1.94,2023-01-16,2026-01-16
10134,6027944.2857,8217835.7143,Active,Current,Personal Loans,68001.5,53836.43,1.75,2023-01-16,2026-01-16
10135,88228372.8571,109932121.4286,Active,Current,Personal Loans,60001.5,38597.07,1.76,2023-01-17,2025-01-17
10136,19156431.4286,14517835.7143,Active,Current,Personal Loans,59999.95,47501.4,0.2,2023-01-17,2026-01-17
10137,112530445.7143,24517835.7143,Active,Current,Personal Loans,29999.09,23749.81,-0.66,2023-01-17,2026-01-17
10138,122116445.7143,7517835.7143,Active,Current,Personal Loans,124000.47,22824.76,0.72,2023-01-17,2024-01-17
10139,124084330.0,17660692.8571,Active,Current,Personal Loans,59998.86,47500.31,-0.89,2023-01-18,2026-01-18
10140,15883744.2857,121946407.1429,Active,Current,Personal Loans,85001.9,54678.96,2.16,2023-01-18,2025-01-18
10141,110885087.1429,130660692.8571,Active,Current,Personal Loans,200002.25,128654.17,2.51,2023-01-18,2025-01-18
10142,32688630.0,47803550.0,Active,Current,Personal Loans,69998.65,55416.98,-1.1,2023-01-18,2026-01-18
10143,95838272.8571,19803550.0,Active,Current,Personal Loans,44999.71,35625.74,-0.04,2023-01-19,2026-01-19
10144,96071787.1429,114089264.2857,Active,Current,Personal Loans,30001.95,23752.67,2.2,2023-01-19,2026-01-19
10145,97881202.8571,58517835.7143,Active,Current,Personal Loans,75000.51,13805.56,0.77,2023-01-19,2024-01-19
10146,77579158.5714,74232121.4286,Active,Current,Personal Loans,120001.54,95004.45,1.79,2023-01-19,2026-01-19
10147,120070371.4286,65660692.8571,Active,Current,Personal Loans,700000.24,554183.66,0.5,2023-01-19,2026-01-19
10148,130004874.2857,127246407.1429,Active,Amortization Past Due,Personal Loans,69999.63,50442.62,-0.12,2023-01-19,2025-01-19
10149,62648671.4286,50246407.1429,Active,Current,Personal Loans,626001.37,115227.5,1.63,2023-01-19,2024-01-19
10150,23451414.2857,54532121.4286,Active,Current,Personal Loans,85001.05,67294.8,1.3,2023-01-20,2026-01-20
10151,58708002.8571,83246407.1429,Active,Current,Personal Loans,129999.82,102919.6,0.07,2023-01-20,2026-01-20
10152,63346944.2857,114817835.7143,Active,Current,Personal Loans,70001.92,55420.25,2.17,2023-01-20,2026-01-20
10153,66426301.4286,54960692.8571,Active,Current,Personal Loans,31999.02,5889.16,-0.72,2023-01-20,2024-01-20
10154,62053614.2857,133674978.5714,Active,Current,Personal Loans,35000.42,27709.58,0.67,2023-01-20,2026-01-20
10155,37689785.7143,69817835.7143,Active,Current,Personal Loans,99999.83,79168.88,0.08,2023-01-23,2026-01-23
10156,34940588.5714,87103550.0,Active,Current,Personal Loans,1000001.56,643261.2,1.82,2023-01-23,2025-01-23
10157,135400400.0,115674978.5714,Active,Current,Personal Loans,135000.33,106878.55,0.58,2023-01-23,2026-01-23
10158,66222588.5714,131389264.2857,Active,Current,Personal Loans,209999.82,166254.81,0.08,2023-01-23,2026-01-23
10159,69719445.7143,51389264.2857,Active,Current,Personal Loans,201500.58,129617.42,0.84,2023-01-23,2025-01-23
10160,4313031.4286,39960692.8571,Active,Amortization Past Due,Personal Loans,105000.03,85486.67,0.28,2023-01-23,2026-01-23
10161,66642602.8571,12817835.7143,Active,Current,Personal Loans,49999.73,39584.31,-0.02,2023-01-23,2026-01-23
10162,24193002.8571,95832121.4286,Active,Current,Personal Loans,199999.92,128651.84,0.18,2023-01-24,2025-01-24
10163,106857474.2857,87546407.1429,Active,Current,Personal Loans,55000.98,35380.25,1.24,2023-01-24,2025-01-24
10164,71299458.5714,30546407.1429,Active,Current,Personal Loans,200001.75,158339.87,2.0,2023-01-24,2026-01-24
10165,99134458.5714,93546407.1429,Active,Current,Personal Loans,44999.3,35625.33,-0.45,2023-01-24,2026-01-24
10166,113784888.5714,137974978.5714,Active,Current,Personal Loans,79999.5,63334.7,-0.25,2023-01-25,2026-01-25
10167,99329801.4286,126546407.1429,Active,Current,Personal Loans,60000.21,47501.66,0.46,2023-01-25,2026-01-25
10168,121047757.1429,123832121.4286,Active,Current,Personal Loans,590000.79,108600.47,1.05,2023-01-25,2024-01-25
10169,133639160.0,55260692.8571,Active,Current,Personal Loans,80000.57,63335.77,0.82,2023-01-25,2026-01-25
10170,32513302.8571,48403550.0,Active,Current,Personal Loans,30001.06,5523.05,1.32,2023-01-25,2024-01-25
10171,39673801.4286,24117835.7143,Active,Amortization Past Due,Personal Loans,160001.77,137322.02,2.02,2023-01-25,2026-01-25
10172,18281717.1429,28403550.0,Active,Current,Personal Loans,46997.92,8649.12,-1.82,2023-01-25,2024-01-25
10173,118666602.8571,47274978.5714,Active,Amortization Past Due,Personal Loans,86998.71,23789.47,-1.04,2023-01-25,2024-01-25
10174,44538272.8571,118846407.1429,Active,Current,Personal Loans,67999.23,53834.16,-0.52,2023-01-26,2026-01-26
10175,127574530.0,65989264.2857,Active,Current,Personal Loans,89997.73,71249.91,-2.02,2023-01-26,2026-01-26
10176,82382815.7143,90417835.7143,Active,Amortization Past Due,Personal Loans,49998.66,40706.64,-1.09,2023-01-26,2026-01-26
10177,87344717.1429,48989264.2857,Active,Current,Personal Loans,30001.24,5523.23,1.5,2023-01-26,2024-01-26
10178,137509758.5714,46274978.5714,Active,Current,Personal Loans,183999.58,145670.63,-0.17,2023-01-26,2026-01-26
10179,390415.7143,96560692.8571,Active,Current,Personal Loans,153000.07,98418.83,0.33,2023-01-27,2025-01-27
10180,6196415.7143,75560692.8571,Active,Current,Personal Loans,119999.42,77190.57,-0.33,2023-01-27,2025-01-27
10181,139923672.8571,4274978.5714,Active,Current,Personal Loans,59997.18,47498.63,-2.57,2023-01-27,2026-01-27
10182,96595701.4286,5703550.0,Active,Amortization Past Due,Personal Loans,30000.91,8204.6,1.17,2023-01-27,2024-01-27
10183,61180844.2857,35703550.0,Active,Principal Past Due,Personal Loans,29999.6,29999.6,-0.13,2023-01-27,2024-01-27
10184,126819431.4286,32862121.4286,Active,Current,Personal Loans,110998.6,20241.91,-1.14,2023-01-30,2024-01-30
10185,93898744.2857,8576407.1429,Active,Amortization Past Due,Personal Loans,180000.95,150325.67,1.2,2023-01-30,2026-01-30
10186,4170401.4286,41433550.0,Active,Principal Past Due,Personal Loans,117002.02,109954.98,2.27,2023-01-30,2026-01-30
10187,14969315.7143,89147835.7143,Active,Principal Past Due,Personal Loans,105999.6,103891.38,-0.15,2023-01-30,2026-01-30
10188,120553015.7143,118433550.0,Active,Current,Personal Loans,10000.94,6408.11,1.2,2023-01-31,2025-01-31
10189,132101488.5714,71290692.8571,Active,Current,Personal Loans,30000.46,5446.16,0.72,2023-01-31,2024-01-31
10190,86947101.4286,112876407.1429,Active,Current,Personal Loans,60000.0,38443.06,0.25,2023-01-31,2025-01-31
10191,112616258.5714,74447835.7143,Active,Current,Personal Loans,75001.49,59192.55,1.74,2023-01-31,2026-01-31
10192,60025145.7143,4306692.8571,Active,Amortization Past Due,Personal Loans,26000.0,22858.91,0.25,2023-02-02,2026-02-02
10193,12927174.2857,97163835.7143,Active,Principal Past Due,Personal Loans,15000.5,13810.54,0.75,2023-02-02,2026-02-02
10194,34513317.1429,64449550.0,Active,Current,Personal Loans,40001.29,32560.36,1.54,2023-02-02,2026-02-02
10195,126960530.0,40306692.8571,Active,Current,Personal Loans,100000.39,81398.13,0.64,2023-02-02,2026-02-02
10196,63918372.8571,141878121.4286,Active,Current,Personal Loans,115000.86,93608.31,1.11,2023-02-02,2026-02-02
10197,22985330.0,75020978.5714,Active,Current,Personal Loans,294999.33,240122.69,-0.42,2023-02-02,2026-02-02
10198,54021958.5714,23735264.2857,Active,Current,Personal Loans,51000.37,13923.94,0.62,2023-02-03,2024-02-03
10199,106571272.8571,21163835.7143,Active,Current,Personal Loans,85798.75,69838.06,-1.0,2023-02-03,2026-02-03
10200,675685.7143,7020978.5714,Active,Current,Personal Loans,114999.3,93606.75,-0.45,2023-02-03,2026-02-03
10201,92345002.8571,121606692.8571,Active,Current,Personal Loans,89999.73,73257.72,-0.02,2023-02-03,2026-02-03
10202,59748001.4286,3178121.4286,Active,Current,Personal Loans,70000.56,19111.42,0.82,2023-02-06,2024-02-06
10203,116208188.5714,118892407.1429,Active,Current,Personal Loans,100000.66,76608.84,0.94,2023-02-06,2025-08-06
10204,72101414.2857,116178121.4286,Active,Current,Personal Loans,428999.11,349195.48,-0.64,2023-02-06,2026-02-06
10205,121838160.0,119035264.2857,Active,Current,Personal Loans,89998.35,73256.34,-1.4,2023-02-06,2026-02-06
10206,93018972.8571,77749550.0,Active,Current,Personal Loans,103000.89,83840.53,1.14,2023-02-06,2026-02-06
10207,109958714.2857,30749550.0,Active,Current,Personal Loans,750000.4,610483.53,0.65,2023-02-06,2026-02-06
10208,28363901.4286,97892407.1429,Active,Current,Personal Loans,299998.93,244192.16,-0.82,2023-02-06,2026-02-06
10209,99992874.2857,129463835.7143,Active,Current,Personal Loans,84999.22,69187.34,-0.53,2023-02-06,2026-02-06
10210,136836031.4286,19463835.7143,Active,Principal Past Due,Personal Loans,55001.53,53046.18,1.78,2023-02-06,2026-02-06
10211,20384344.2857,26606692.8571,Active,Current,Personal Loans,19000.96,5188.15,1.22,2023-02-07,2024-02-07
10212,10401717.1429,64178121.4286,Active,Current,Personal Loans,299998.49,244191.72,-1.26,2023-02-07,2026-02-07
10213,26726701.4286,130192407.1429,Active,Current,Personal Loans,100000.91,54656.88,1.17,2023-02-08,2024-08-08
10214,30160460.0,121620978.5714,Active,Current,Personal Loans,55000.17,15015.81,0.43,2023-02-08,2024-02-08
10215,109344130.0,81620978.5714,Active,Current,Personal Loans,55001.04,44769.83,1.29,2023-02-08,2026-02-08
10216,135816431.4286,1763835.7143,Active,Current,Personal Loans,100000.33,68185.56,0.59,2023-02-08,2025-02-08
10217,140457372.8571,88906692.8571,Active,Current,Personal Loans,49997.16,34089.77,-2.59,2023-02-08,2025-02-08
10218,135468330.0,49620978.5714,Active,Current,Personal Loans,29999.35,24418.68,-0.4,2023-02-09,2026-02-09
10219,79499814.2857,19763835.7143,Active,Current,Personal Loans,49998.85,34091.46,-0.9,2023-02-10,2025-02-10
10220,134617217.1429,135478121.4286,Active,Current,Personal Loans,40001.34,32560.41,1.59,2023-02-10,2026-02-10
10221,137814114.2857,65478121.4286,Active,Current,Personal Loans,114999.41,93606.86,-0.34,2023-02-10,2026-02-10
10222,125554842.8571,26906692.8571,Active,Current,Personal Loans,30000.46,8190.8,0.71,2023-02-10,2024-02-10
10223,137953842.8571,45778121.4286,Active,Current,Personal Loans,500001.41,406990.13,1.66,2023-02-10,2026-02-10
10224,82345201.4286,115920978.5714,Active,Current,Personal Loans,109999.77,75003.52,0.02,2023-02-10,2025-02-10
10225,62413731.4286,34635264.2857,Active,Current,Personal Loans,84999.6,57957.04,-0.14,2023-02-13,2025-02-13
10226,141508001.4286,83349550.0,Active,Current,Personal Loans,196000.27,53510.62,0.53,2023-02-13,2024-02-13
10227,127392230.0,124920978.5714,Active,Current,Personal Loans,30001.06,24420.39,1.31,2023-02-13,2026-02-13
10228,24170128.5714,778121.4286,Active,Amortization Past Due,Personal Loans,65000.07,57147.38,0.32,2023-02-13,2026-02-13
10229,71987474.2857,9349550.0,Active,Current,Personal Loans,55001.33,44770.12,1.58,2023-02-13,2026-02-13
10230,63504258.5714,125063835.7143,Active,Current,Personal Loans,69999.64,56978.05,-0.1,2023-02-13,2026-02-13
10231,16743485.7143,72492407.1429,Active,Current,Personal Loans,105000.42,85468.03,0.67,2023-02-14,2026-02-14
10232,25012687.1429,6778121.4286,Active,Current,Personal Loans,199999.46,162794.94,-0.29,2023-02-14,2026-02-14
10233,18152158.5714,96778121.4286,Active,Current,Personal Loans,100001.2,81398.94,1.45,2023-02-14,2026-02-14
10234,113920758.5714,36920978.5714,Active,Current,Personal Loans,100000.15,81397.89,0.4,2023-02-14,2026-02-14
10235,12953272.8571,114206692.8571,Active,Current,Personal Loans,45999.31,37442.29,-0.44,2023-02-14,2026-02-14
10236,40250687.1429,20220978.5714,Active,Current,Personal Loans,249999.85,203494.26,0.1,2023-02-15,2026-02-15
10237,63258174.2857,132078121.4286,Active,Current,Personal Loans,54999.7,44768.49,-0.05,2023-02-15,2026-02-15
10238,18401717.1429,35363835.7143,Active,Current,Personal Loans,99998.95,81396.69,-0.8,2023-02-16,2026-02-16
10239,73058185.7143,125363835.7143,Active,Current,Personal Loans,2000002.01,1627957.0,2.26,2023-02-16,2026-02-16
10240,92082130.0,104078121.4286,Active,Amortization Past Due,Personal Loans,89998.82,54086.8,-0.92,2023-02-16,2024-08-16
10241,6007458.5714,21220978.5714,Active,Current,Personal Loans,19999.53,16279.11,-0.22,2023-02-16,2026-02-16
10242,100867415.7143,114220978.5714,Active,Current,Personal Loans,34999.75,23864.58,0.01,2023-02-17,2025-02-17
10243,98034530.0,235264.2857,Active,Current,Personal Loans,2500000.46,2034944.17,0.71,2023-02-17,2026-02-17
10244,27186830.0,50378121.4286,Active,Current,Personal Loans,64998.34,44318.74,-1.41,2023-02-17,2025-02-17
10245,660487.1429,136092407.1429,Active,Current,Personal Loans,70000.0,47729.66,0.26,2023-02-17,2025-02-17
10246,95499200.0,51806692.8571,Active,Current,Personal Loans,1999998.81,1363703.46,-0.93,2023-02-17,2025-02-17
10247,109503045.7143,108949550.0,Active,Current,Personal Loans,44998.04,24593.2,-1.7,2023-02-17,2024-08-17
10248,36421015.7143,26092407.1429,Active,Current,Personal Loans,111000.43,30304.79,0.69,2023-02-17,2024-02-17
10249,25225445.7143,10520978.5714,Active,Current,Personal Loans,84997.81,69185.93,-1.94,2023-02-20,2026-02-20
10250,44522542.8571,109235264.2857,Active,Current,Personal Loans,88000.23,71630.25,0.48,2023-02-20,2026-02-20
10251,59625160.0,806692.8571,Active,Amortization Past Due,Personal Loans,35000.48,25196.09,0.74,2023-02-20,2025-02-20
10252,112415002.8571,51235264.2857,Active,Current,Personal Loans,75000.69,20476.59,0.95,2023-02-21,2024-02-21
10253,46284072.8571,8520978.5714,Active,Current,Personal Loans,70000.15,56978.56,0.4,2023-02-21,2026-02-21
10254,27242514.2857,112806692.8571,Active,Current,Personal Loans,122000.2,99305.5,0.45,2023-02-21,2026-02-21
10255,2290002.8571,77392407.1429,Active,Current,Personal Loans,39999.52,10920.04,-0.22,2023-02-21,2024-02-21
10256,89570557.1429,48963835.7143,Active,Amortization Past Due,Personal Loans,185000.54,133177.33,0.79,2023-02-22,2025-02-22
10257,104797772.8571,3535264.2857,Active,Current,Personal Loans,50001.46,40700.38,1.71,2023-02-22,2026-02-22
10258,29449288.5714,15106692.8571,Active,Current,Personal Loans,29999.41,8189.75,-0.34,2023-02-22,2024-02-22
10259,111809444.2857,23820978.5714,Active,Current,Personal Loans,124999.43,85230.97,-0.32,2023-02-23,2025-02-23
10260,76391860.0,39535264.2857,Active,Current,Personal Loans,176000.94,143261.0,1.19,2023-02-23,2026-02-23
10261,42088687.1429,129678121.4286,Active,Current,Personal Loans,148000.38,120469.07,0.63,2023-02-23,2026-02-23
10262,134341072.8571,73963835.7143,Active,Current,Personal Loans,49999.13,40698.05,-0.62,2023-02-23,2026-02-23
10263,87034830.0,112535264.2857,Active,Current,Personal Loans,67999.06,55349.5,-0.69,2023-02-23,2026-02-23
10264,123891844.2857,109820978.5714,Active,Current,Personal Loans,140001.22,113958.04,1.47,2023-02-23,2026-02-23
10265,138155030.0,70263835.7143,Active,Amortization Past Due,Personal Loans,300000.12,250794.58,0.37,2023-02-27,2026-02-27
10266,84800328.5714,100406692.8571,Active,Current,Personal Loans,202000.01,164423.46,0.26,2023-02-27,2026-02-27
10267,95334457.1429,4835264.2857,Active,Current,Personal Loans,320000.76,260473.58,1.01,2023-02-27,2026-02-27
10268,58973058.5714,106263835.7143,Active,Current,Personal Loans,259999.51,177281.11,-0.24,2023-02-27,2025-02-27
10269,36512115.7143,95120978.5714,Active,Current,Personal Loans,34999.59,28488.79,-0.16,2023-02-27,2026-02-27
10270,112413602.8571,125263835.7143,Active,Amortization Past Due,Personal Loans,47999.1,17303.53,-0.64,2023-02-28,2024-02-28
10271,37067188.5714,8549550.0,Active,Current,Personal Loans,149998.76,122095.42,-0.99,2023-02-28,2026-02-28
10272,39821858.5714,278121.4286,Active,Amortization Past Due,Personal Loans,55000.08,39593.18,0.33,2023-02-28,2025-02-28
10273,35196501.4286,129385850.0,Active,Amortization Past Due,Personal Loans,90000.53,79327.88,0.78,2023-03-01,2026-03-01
10274,113862700.0,122385850.0,Active,Current,Personal Loans,500001.85,419138.75,2.1,2023-03-01,2026-03-01
10275,46781288.5714,36957278.5714,Active,Current,Personal Loans,34998.85,25275.67,-0.89,2023-03-01,2025-03-01
10276,124420888.5714,15671564.2857,Active,Current,Personal Loans,50000.2,41913.93,0.45,2023-03-01,2026-03-01
10277,30519400.0,49957278.5714,Active,Current,Personal Loans,699998.53,253915.02,-1.22,2023-03-02,2024-03-02
10278,80343588.5714,9957278.5714,Active,Current,Personal Loans,50000.61,39619.92,0.86,2023-03-02,2025-09-02
10279,49955288.5714,117257278.5714,Active,Current,Personal Loans,80999.4,48865.28,-0.35,2023-03-02,2024-09-02
10280,856460.0,16257278.5714,Active,Current,Personal Loans,65000.23,54488.03,0.48,2023-03-02,2026-03-02
10281,62199060.0,96400135.7143,Active,Principal Past Due,Personal Loans,110001.09,103683.92,1.34,2023-03-02,2026-03-02
10282,106174630.0,84971564.2857,Active,Amortization Past Due,Personal Loans,95000.12,81678.48,0.37,2023-03-02,2026-03-02
10283,121961717.1429,26828707.1429,Active,Current,Personal Loans,60000.79,50297.23,1.04,2023-03-03,2026-03-03
10284,84448288.5714,82685850.0,Active,Current,Personal Loans,59999.73,50296.17,-0.02,2023-03-03,2026-03-03
10285,11752044.2857,112828707.1429,Active,Current,Personal Loans,80000.78,29019.79,1.03,2023-03-06,2024-03-06
10286,5150957.1429,48700135.7143,Active,Current,Personal Loans,58999.67,49457.79,-0.08,2023-03-06,2026-03-06
10287,91848144.2857,121557278.5714,Active,Current,Personal Loans,200000.41,167655.17,0.66,2023-03-06,2026-03-06
10288,107220002.8571,30271564.2857,Active,Current,Personal Loans,99999.01,83826.39,-0.74,2023-03-06,2026-03-06
10289,9171860.0,127842992.8571,Active,Current,Personal Loans,115000.48,96402.01,0.73,2023-03-06,2026-03-06
10290,51430617.1429,2271564.2857,Active,Current,Personal Loans,35000.08,25276.9,0.33,2023-03-06,2025-03-06
10291,60764458.5714,30985850.0,Active,Current,Personal Loans,107000.44,89695.73,0.69,2023-03-07,2026-03-07
10292,38600672.8571,2557278.5714,Active,Current,Personal Loans,45000.52,27148.18,0.77,2023-03-07,2024-09-07
10293,102813331.4286,25557278.5714,Active,Current,Personal Loans,70001.45,58680.6,1.7,2023-03-07,2026-03-07
10294,47222302.8571,77128707.1429,Active,Principal Past Due,Personal Loans,60000.44,56085.99,0.7,2023-03-07,2025-03-07
10295,17112874.2857,134430135.7143,Active,Current,Personal Loans,104999.62,88018.35,-0.13,2023-03-08,2026-03-08
10296,89833801.4286,97430135.7143,Active,Current,Personal Loans,165000.16,138315.34,0.41,2023-03-08,2026-03-08
10297,118839031.4286,79001564.2857,Active,Current,Personal Loans,20001.81,14445.7,2.07,2023-03-08,2025-03-08
10298,30682758.5714,52144421.4286,Active,Current,Personal Loans,330000.9,276631.26,1.15,2023-03-09,2026-03-09
10299,24454860.0,91001564.2857,Active,Current,Personal Loans,149999.66,125740.77,-0.08,2023-03-09,2026-03-09
10300,132950430.0,69572992.8571,Active,Current,Personal Loans,54999.81,46104.89,0.06,2023-03-09,2026-03-09
10301,39657760.0,9715850.0,Active,Current,Personal Loans,44998.92,37721.21,-0.83,2023-03-09,2026-03-09
10302,7809174.2857,15850.0,Active,Current,Personal Loans,35000.13,12695.91,0.39,2023-03-09,2024-03-09
10303,141892400.0,55730135.7143,Active,Current,Personal Loans,499999.57,361097.02,-0.18,2023-03-09,2025-03-09
10304,135841760.0,44444421.4286,Active,Current,Personal Loans,30000.55,25148.77,0.8,2023-03-09,2026-03-09
10305,121632472.8571,71730135.7143,Active,Current,Personal Loans,79998.57,67060.43,-1.17,2023-03-10,2026-03-10
10306,35812844.2857,123301564.2857,Active,Current,Personal Loans,102999.37,86341.54,-0.38,2023-03-10,2026-03-10
10307,46199401.4286,24730135.7143,Active,Current,Personal Loans,131999.82,110651.98,0.07,2023-03-10,2026-03-10
10308,9690602.8571,56158707.1429,Active,Current,Personal Loans,110001.08,79442.51,1.34,2023-03-10,2025-03-10
10309,71551387.1429,99015850.0,Active,Amortization Past Due,Personal Loans,34999.93,26577.49,0.18,2023-03-10,2025-03-10
10310,109523401.4286,66301564.2857,Active,Current,Personal Loans,74998.72,27204.05,-1.03,2023-03-10,2024-03-10
10311,18927631.4286,54872992.8571,Active,Current,Personal Loans,30000.2,10882.31,0.46,2023-03-10,2024-03-10
10312,75986214.2857,42015850.0,Active,Current,Personal Loans,40000.89,14510.43,1.15,2023-03-10,2024-03-10
10313,137062331.4286,132730135.7143,Active,Current,Personal Loans,44998.77,16321.98,-0.97,2023-03-13,2024-03-13
10314,62978701.4286,64158707.1429,Active,Current,Personal Loans,60000.36,43332.05,0.62,2023-03-13,2025-03-13
10315,78533431.4286,24458707.1429,Active,Amortization Past Due,Personal Loans,105000.04,94711.62,0.29,2023-03-13,2026-03-13
10316,29188331.4286,16030135.7143,Active,Current,Personal Loans,594999.74,498772.67,-0.01,2023-03-13,2026-03-13
10317,63223671.4286,14887278.5714,Active,Principal Past Due,Personal Loans,80001.18,76094.77,1.44,2023-03-13,2025-09-13
10318,49876731.4286,100601564.2857,Active,Amortization Past Due,Personal Loans,58001.31,51123.37,1.56,2023-03-13,2026-03-13
10319,2052860.0,76601564.2857,Active,Current,Personal Loans,80000.16,57775.75,0.41,2023-03-14,2025-03-14
